"Year","Trade.Flow","Reporter","Commodity.Code","Trade.Value..US..","Group"
2016,"Exports","Lithuania",801,1125,"Остальные страны"
2016,"Exports","Lithuania",801,2800,"Остальные страны"
2016,"Exports","Thailand",801,625,"Остальные страны"
2016,"Exports","Thailand",801,4700,"Остальные страны"
2016,"Exports","Thailand",801,1008,"Остальные страны"
2016,"Exports","Lithuania",801,2940,"Остальные страны"
2016,"Exports","Switzerland",801,5062,"Остальные страны"
2016,"Imports","Latvia",801,335,"Остальные страны"
2016,"Exports","Switzerland",801,972,"Остальные страны"
2016,"Exports","Lithuania",801,7314,"Остальные страны"
2016,"Exports","Lithuania",801,1698,"Остальные страны"
2016,"Exports","China",801,1000,"Остальные страны"
2016,"Exports","China",801,1000,"Остальные страны"
2016,"Exports","China",801,1500,"Остальные страны"
2016,"Exports","China",801,1412,"Остальные страны"
2016,"Exports","China",801,2000,"Остальные страны"
2016,"Exports","Lithuania",801,559,"Остальные страны"
2016,"Exports","Lithuania",801,3162,"Остальные страны"
2016,"Exports","Lithuania",801,7632,"Остальные страны"
2016,"Exports","Philippines",801,244464,"Остальные страны"
2016,"Exports","Philippines",801,490276,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,28600,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,18397,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,37673,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,9237,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,18792,"Остальные страны"
2016,"Exports","Bulgaria",801,314,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,10654,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,9432,"Остальные страны"
2016,"Exports","Peru",801,119928,"Остальные страны"
2016,"Exports","Peru",801,147136,"Остальные страны"
2016,"Exports","Peru",801,135907,"Остальные страны"
2016,"Exports","Peru",801,124697,"Остальные страны"
2016,"Imports","China",801,283,"Остальные страны"
2016,"Exports","China",801,1500,"Остальные страны"
2016,"Exports","China",801,1062,"Остальные страны"
2016,"Exports","Peru",801,135907,"Остальные страны"
2016,"Imports","China",801,63,"Остальные страны"
2016,"Exports","China",801,1000,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,10302,"Остальные страны"
2016,"Exports","CГґte d'Ivoire",801,5272,"Остальные страны"
2017,"Exports","Germany",801,2828,"Остальные страны"
2017,"Exports","Germany",801,2788,"Остальные страны"
2017,"Exports","Germany",801,9036,"Остальные страны"
2017,"Exports","Germany",801,4729,"Остальные страны"
2017,"Exports","Germany",801,2681,"Остальные страны"
2017,"Exports","Germany",801,8395,"Остальные страны"
2017,"Exports","Germany",801,34524,"Остальные страны"
2017,"Exports","Germany",801,7066,"Остальные страны"
2017,"Exports","Germany",801,7188,"Остальные страны"
2017,"Exports","Germany",801,17218,"Остальные страны"
2017,"Exports","Germany",801,5600,"Остальные страны"
2017,"Exports","Germany",801,10582,"Остальные страны"
2017,"Exports","Netherlands",801,280388,"Остальные страны"
2017,"Exports","Netherlands",801,193562,"Остальные страны"
2017,"Exports","Netherlands",801,292804,"Остальные страны"
2017,"Exports","Netherlands",801,180144,"Остальные страны"
2017,"Exports","Netherlands",801,179764,"Остальные страны"
2017,"Exports","Netherlands",801,148975,"Остальные страны"
2017,"Exports","Netherlands",801,372350,"Остальные страны"
2017,"Exports","Netherlands",801,199098,"Остальные страны"
2017,"Exports","Netherlands",801,231354,"Остальные страны"
2017,"Exports","Mozambique",801,122690,"Остальные страны"
2017,"Exports","Mozambique",801,137929,"Остальные страны"
2017,"Exports","Mozambique",801,239628,"Остальные страны"
2017,"Exports","Netherlands",801,319079,"Остальные страны"
2017,"Imports","EU-28",801,4386,"Остальные страны"
2017,"Imports","Mongolia",801,418,"Остальные страны"
2017,"Exports","Malaysia",801,72554,"Остальные страны"
2017,"Exports","EU-28",801,247315,"Остальные страны"
2017,"Exports","EU-28",801,205886,"Остальные страны"
2017,"Exports","Malaysia",801,71507,"Остальные страны"
2017,"Imports","Mongolia",801,7993,"Остальные страны"
2017,"Exports","EU-28",801,355171,"Остальные страны"
2017,"Imports","Mongolia",801,472,"Остальные страны"
2017,"Exports","EU-28",801,196292,"Остальные страны"
2017,"Imports","Mongolia",801,223,"Остальные страны"
2017,"Imports","Mongolia",801,822,"Остальные страны"
2017,"Exports","EU-28",801,304086,"Остальные страны"
2017,"Imports","Mongolia",801,1378,"Остальные страны"
2017,"Imports","Bulgaria",801,4386,"Остальные страны"
2017,"Exports","Malaysia",801,108005,"Остальные страны"
2017,"Exports","EU-28",801,377962,"Остальные страны"
2017,"Exports","Malaysia",801,70963,"Остальные страны"
2017,"Exports","India",801,15890,"Остальные страны"
2017,"Exports","India",801,255120,"Остальные страны"
2017,"Imports","Georgia",801,4046,"Остальные страны"
2017,"Exports","Singapore",801,30230,"Остальные страны"
2017,"Exports","Singapore",801,50631,"Остальные страны"
2017,"Exports","Singapore",801,89856,"Остальные страны"
2017,"Exports","Singapore",801,25359,"Остальные страны"
2017,"Exports","India",801,16341,"Остальные страны"
2017,"Imports","Georgia",801,6204,"Остальные страны"
2017,"Exports","India",801,369536,"Остальные страны"
2017,"Exports","Singapore",801,50648,"Остальные страны"
2017,"Imports","Georgia",801,105,"Остальные страны"
2017,"Exports","Singapore",801,102942,"Остальные страны"
2017,"Exports","India",801,253836,"Остальные страны"
2017,"Exports","Singapore",801,101868,"Остальные страны"
2017,"Exports","India",801,18330,"Остальные страны"
2017,"Exports","India",801,13971,"Остальные страны"
2017,"Imports","Georgia",801,27,"Остальные страны"
2017,"Exports","Singapore",801,24845,"Остальные страны"
2017,"Exports","Estonia",801,377,"Остальные страны"
2017,"Exports","Finland",801,890,"Остальные страны"
2017,"Exports","Finland",801,1086,"Остальные страны"
2017,"Exports","Finland",801,570,"Остальные страны"
2017,"Exports","Finland",801,130,"Остальные страны"
2017,"Exports","EU-28",801,227983,"Остальные страны"
2017,"Imports","Mongolia",801,1524,"Остальные страны"
2017,"Exports","Seychelles",801,1023,"Остальные страны"
2017,"Exports","Indonesia",801,211305,"Остальные страны"
2017,"Exports","Indonesia",801,401670,"Остальные страны"
2017,"Exports","Seychelles",801,1079,"Остальные страны"
2017,"Exports","Seychelles",801,580,"Остальные страны"
2017,"Exports","Seychelles",801,1059,"Остальные страны"
2017,"Exports","Belgium",801,25696,"Остальные страны"
2017,"Exports","Belgium",801,2488,"Остальные страны"
2017,"Exports","Belgium",801,7435,"Остальные страны"
2017,"Exports","Belgium",801,882,"Остальные страны"
2017,"Exports","Belgium",801,76181,"Остальные страны"
2017,"Exports","Belgium",801,2179,"Остальные страны"
2017,"Exports","Belgium",801,1955,"Остальные страны"
2017,"Exports","Belgium",801,3090,"Остальные страны"
2017,"Exports","Belgium",801,5622,"Остальные страны"
2017,"Exports","Belgium",801,1884,"Остальные страны"
2017,"Exports","Belgium",801,3878,"Остальные страны"
2017,"Exports","Belgium",801,6470,"Остальные страны"
2017,"Exports","India",801,331086,"Остальные страны"
2017,"Exports","Singapore",801,72866,"Остальные страны"
2017,"Exports","China",801,3274,"Остальные страны"
2017,"Exports","China",801,1284,"Остальные страны"
2017,"Exports","China",801,2279,"Остальные страны"
2017,"Exports","China",801,935,"Остальные страны"
2017,"Exports","China",801,3177,"Остальные страны"
2017,"Exports","China",801,2066,"Остальные страны"
2017,"Exports","China",801,868,"Остальные страны"
2017,"Exports","Philippines",801,361149,"Остальные страны"
2017,"Exports","Philippines",801,394748,"Остальные страны"
2017,"Exports","Philippines",801,209153,"Остальные страны"
2017,"Exports","Philippines",801,475786,"Остальные страны"
2017,"Exports","United Arab Emirates",801,139301,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,29570,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,119019,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,27340,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,72809,"Остальные страны"
2017,"Re-exports","United Arab Emirates",801,139301,"Остальные страны"
2017,"Exports","EU-28",801,448286,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,109679,"Остальные страны"
2017,"Exports","Lithuania",801,1948,"Остальные страны"
2017,"Exports","Switzerland",801,2510,"Остальные страны"
2017,"Exports","Thailand",801,18769,"Остальные страны"
2017,"Imports","Switzerland",801,7349,"Остальные страны"
2017,"Exports","Latvia",801,2510,"Остальные страны"
2017,"Exports","Lithuania",801,3808,"Остальные страны"
2017,"Exports","Latvia",801,4307,"Остальные страны"
2017,"Exports","Thailand",801,33598,"Остальные страны"
2017,"Exports","Thailand",801,30996,"Остальные страны"
2017,"Exports","Switzerland",801,1996,"Остальные страны"
2017,"Exports","Thailand",801,15350,"Остальные страны"
2017,"Exports","Thailand",801,2808,"Остальные страны"
2017,"Exports","Latvia",801,7659,"Остальные страны"
2017,"Exports","Lithuania",801,4473,"Остальные страны"
2017,"Exports","Lithuania",801,4517,"Остальные страны"
2017,"Exports","Thailand",801,191,"Остальные страны"
2017,"Exports","Thailand",801,19394,"Остальные страны"
2017,"Exports","Thailand",801,119,"Остальные страны"
2017,"Exports","Thailand",801,12780,"Остальные страны"
2017,"Exports","Philippines",801,256852,"Остальные страны"
2017,"Exports","Bolivia",801,306240,"Остальные страны"
2017,"Exports","United Kingdom",801,161822,"Остальные страны"
2017,"Exports","Bolivia",801,280291,"Остальные страны"
2017,"Exports","Bolivia",801,463633,"Остальные страны"
2017,"Exports","United Kingdom",801,142061,"Остальные страны"
2017,"Exports","Peru",801,396920,"Остальные страны"
2017,"Exports","Bolivia",801,230560,"Остальные страны"
2017,"Exports","Bolivia",801,249670,"Остальные страны"
2017,"Exports","China",801,847,"Остальные страны"
2017,"Exports","China",801,5960,"Остальные страны"
2017,"Exports","China",801,1353,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,15884,"Остальные страны"
2017,"Exports","EU-28",801,336498,"Остальные страны"
2017,"Exports","EU-28",801,244405,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,36138,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,108502,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,35593,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,51549,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,55603,"Остальные страны"
2017,"Exports","CГґte d'Ivoire",801,139042,"Остальные страны"
2018,"Imports","Georgia",801,13720,"Остальные страны"
2018,"Imports","Georgia",801,24,"Остальные страны"
2018,"Imports","Georgia",801,81,"Остальные страны"
2018,"Imports","Georgia",801,278,"Остальные страны"
2018,"Imports","Georgia",801,332,"Остальные страны"
2018,"Imports","Georgia",801,138,"Остальные страны"
2018,"Exports","United Rep. of Tanzania",801,115,"Остальные страны"
2018,"Exports","United Rep. of Tanzania",801,19,"Остальные страны"
2018,"Exports","Poland",801,10,"Остальные страны"
2018,"Exports","Philippines",801,49940,"Остальные страны"
2018,"Exports","Philippines",801,391106,"Остальные страны"
2018,"Exports","Philippines",801,286629,"Остальные страны"
2018,"Exports","Belgium",801,58514,"Остальные страны"
2018,"Exports","Belgium",801,68727,"Остальные страны"
2018,"Exports","Belgium",801,79757,"Остальные страны"
2018,"Exports","Belgium",801,18832,"Остальные страны"
2018,"Exports","Belgium",801,24856,"Остальные страны"
2018,"Exports","Belgium",801,60802,"Остальные страны"
2018,"Exports","Belgium",801,28340,"Остальные страны"
2018,"Exports","Belgium",801,34947,"Остальные страны"
2018,"Exports","Belgium",801,45061,"Остальные страны"
2018,"Exports","Belgium",801,24881,"Остальные страны"
2018,"Exports","Belgium",801,31877,"Остальные страны"
2018,"Exports","Belgium",801,48319,"Остальные страны"
2018,"Exports","Germany",801,3512,"Остальные страны"
2018,"Exports","Germany",801,4995,"Остальные страны"
2018,"Exports","Germany",801,6640,"Остальные страны"
2018,"Exports","Seychelles",801,1093,"Остальные страны"
2018,"Exports","Germany",801,7546,"Остальные страны"
2018,"Exports","Germany",801,43111,"Остальные страны"
2018,"Exports","Germany",801,12270,"Остальные страны"
2018,"Exports","Germany",801,6539,"Остальные страны"
2018,"Exports","Germany",801,16022,"Остальные страны"
2018,"Exports","Germany",801,2775,"Остальные страны"
2018,"Exports","Germany",801,5393,"Остальные страны"
2018,"Exports","India",801,211238,"Остальные страны"
2018,"Exports","Singapore",801,32472,"Остальные страны"
2018,"Exports","India",801,209863,"Остальные страны"
2018,"Exports","Singapore",801,82801,"Остальные страны"
2018,"Exports","Singapore",801,50580,"Остальные страны"
2018,"Exports","Singapore",801,30673,"Остальные страны"
2018,"Exports","India",801,216404,"Остальные страны"
2018,"Exports","Singapore",801,84690,"Остальные страны"
2018,"Exports","Singapore",801,61109,"Остальные страны"
2018,"Exports","India",801,198810,"Остальные страны"
2018,"Exports","India",801,54655,"Остальные страны"
2018,"Exports","India",801,196238,"Остальные страны"
2018,"Exports","India",801,419498,"Остальные страны"
2018,"Exports","Singapore",801,26586,"Остальные страны"
2018,"Exports","India",801,330554,"Остальные страны"
2018,"Exports","Finland",801,2062,"Остальные страны"
2018,"Exports","Singapore",801,124480,"Остальные страны"
2018,"Exports","Finland",801,1907,"Остальные страны"
2018,"Exports","India",801,198648,"Остальные страны"
2018,"Exports","Netherlands",801,199929,"Остальные страны"
2018,"Imports","Netherlands",801,151292,"Остальные страны"
2018,"Exports","Netherlands",801,17762,"Остальные страны"
2018,"Exports","Netherlands",801,10708,"Остальные страны"
2018,"Exports","Netherlands",801,16001,"Остальные страны"
2018,"Exports","Netherlands",801,463885,"Остальные страны"
2018,"Exports","Turkey",801,1006,"Остальные страны"
2018,"Exports","Brazil",801,107551,"Остальные страны"
2018,"Exports","Brazil",801,119680,"Остальные страны"
2018,"Exports","Brazil",801,112447,"Остальные страны"
2018,"Exports","Malaysia",801,23218,"Остальные страны"
2018,"Imports","Mongolia",801,277,"Остальные страны"
2018,"Exports","Malaysia",801,13143,"Остальные страны"
2018,"Exports","Bolivia",801,110982,"Остальные страны"
2018,"Exports","Bolivia",801,328298,"Остальные страны"
2018,"Exports","Bolivia",801,334400,"Остальные страны"
2018,"Imports","Mongolia",801,666,"Остальные страны"
2018,"Exports","Brazil",801,125619,"Остальные страны"
2018,"Imports","Mongolia",801,385,"Остальные страны"
2018,"Imports","Mongolia",801,1436,"Остальные страны"
2018,"Exports","Brazil",801,293501,"Остальные страны"
2018,"Exports","Brazil",801,176000,"Остальные страны"
2018,"Exports","Bolivia",801,165440,"Остальные страны"
2018,"Exports","Brazil",801,117920,"Остальные страны"
2018,"Imports","Mongolia",801,97,"Остальные страны"
2018,"Exports","Bolivia",801,166590,"Остальные страны"
2018,"Exports","Netherlands",801,135205,"Остальные страны"
2018,"Exports","Netherlands",801,355034,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,153648,"Остальные страны"
2018,"Exports","EU-28",801,135499,"Остальные страны"
2018,"Exports","EU-28",801,74743,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,116872,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,24544,"Остальные страны"
2018,"Exports","EU-28",801,491512,"Остальные страны"
2018,"Imports","Mongolia",801,50,"Остальные страны"
2018,"Exports","Bolivia",801,414757,"Остальные страны"
2018,"Imports","Mongolia",801,23,"Остальные страны"
2018,"Exports","Peru",801,115035,"Остальные страны"
2018,"Exports","Peru",801,249474,"Остальные страны"
2018,"Exports","Peru",801,262018,"Остальные страны"
2018,"Exports","Peru",801,411138,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,159859,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,105640,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,91486,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,131457,"Остальные страны"
2018,"Exports","EU-28",801,229817,"Остальные страны"
2018,"Exports","EU-28",801,439861,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,52454,"Остальные страны"
2018,"Exports","EU-28",801,88897,"Остальные страны"
2018,"Imports","EU-28",801,12,"Остальные страны"
2018,"Exports","Thailand",801,15925,"Остальные страны"
2018,"Imports","Latvia",801,70,"Остальные страны"
2018,"Exports","Latvia",801,4693,"Остальные страны"
2018,"Exports","Thailand",801,84,"Остальные страны"
2018,"Exports","Latvia",801,5115,"Остальные страны"
2018,"Exports","Lithuania",801,2157,"Остальные страны"
2018,"Exports","Lithuania",801,51516,"Остальные страны"
2018,"Exports","Thailand",801,20,"Остальные страны"
2018,"Exports","Latvia",801,3884,"Остальные страны"
2018,"Exports","Thailand",801,333,"Остальные страны"
2018,"Exports","Thailand",801,9702,"Остальные страны"
2018,"Exports","Thailand",801,24570,"Остальные страны"
2018,"Exports","Thailand",801,187,"Остальные страны"
2018,"Exports","Thailand",801,15140,"Остальные страны"
2018,"Exports","Thailand",801,2796,"Остальные страны"
2018,"Exports","Lithuania",801,1966,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,46492,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,66637,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,33580,"Остальные страны"
2018,"Exports","EU-28",801,192537,"Остальные страны"
2018,"Exports","CГґte d'Ivoire",801,106847,"Остальные страны"
2018,"Imports","EU-28",801,70,"Остальные страны"
2019,"Exports","Germany",801,5021,"Остальные страны"
2019,"Exports","Germany",801,2721,"Остальные страны"
2019,"Exports","Germany",801,6101,"Остальные страны"
2019,"Exports","Singapore",801,42888,"Остальные страны"
2019,"Exports","Germany",801,3802,"Остальные страны"
2019,"Exports","Germany",801,1649,"Остальные страны"
2019,"Exports","Germany",801,2185,"Остальные страны"
2019,"Exports","Germany",801,1094,"Остальные страны"
2019,"Exports","Singapore",801,19497,"Остальные страны"
2019,"Exports","Singapore",801,20626,"Остальные страны"
2019,"Exports","Germany",801,8643,"Остальные страны"
2019,"Exports","Germany",801,17794,"Остальные страны"
2019,"Exports","Germany",801,9201,"Остальные страны"
2019,"Exports","Netherlands",801,8133,"Остальные страны"
2019,"Exports","Ecuador",801,0,"Остальные страны"
2019,"Exports","Netherlands",801,18043,"Остальные страны"
2019,"Exports","Netherlands",801,11863,"Остальные страны"
2019,"Exports","Netherlands",801,32492,"Остальные страны"
2019,"Exports","Netherlands",801,201630,"Остальные страны"
2019,"Exports","Netherlands",801,70691,"Остальные страны"
2019,"Exports","United Kingdom",801,4170,"Остальные страны"
2019,"Imports","Netherlands",801,178,"Остальные страны"
2019,"Exports","Netherlands",801,290515,"Остальные страны"
2019,"Exports","Netherlands",801,18765,"Остальные страны"
2019,"Exports","Netherlands",801,3408,"Остальные страны"
2019,"Exports","Netherlands",801,27323,"Остальные страны"
2019,"Exports","United Kingdom",801,5676,"Остальные страны"
2019,"Exports","Netherlands",801,210487,"Остальные страны"
2019,"Imports","Georgia",801,48,"Остальные страны"
2019,"Imports","Georgia",801,443,"Остальные страны"
2019,"Imports","Georgia",801,52,"Остальные страны"
2019,"Imports","Georgia",801,548,"Остальные страны"
2019,"Imports","Georgia",801,106,"Остальные страны"
2019,"Imports","Georgia",801,171,"Остальные страны"
2019,"Exports","India",801,162682,"Остальные страны"
2019,"Exports","India",801,111466,"Остальные страны"
2019,"Exports","India",801,120334,"Остальные страны"
2019,"Exports","India",801,158021,"Остальные страны"
2019,"Exports","India",801,257985,"Остальные страны"
2019,"Exports","India",801,412842,"Остальные страны"
2019,"Exports","India",801,296997,"Остальные страны"
2019,"Exports","India",801,127388,"Остальные страны"
2019,"Exports","Belgium",801,97193,"Остальные страны"
2019,"Exports","Belgium",801,169165,"Остальные страны"
2019,"Exports","Belgium",801,119973,"Остальные страны"
2019,"Exports","Belgium",801,268332,"Остальные страны"
2019,"Exports","Belgium",801,97322,"Остальные страны"
2019,"Exports","Belgium",801,71281,"Остальные страны"
2019,"Exports","Belgium",801,123567,"Остальные страны"
2019,"Exports","Belgium",801,132693,"Остальные страны"
2019,"Exports","Belgium",801,186462,"Остальные страны"
2019,"Exports","Belgium",801,175835,"Остальные страны"
2019,"Exports","South Africa",801,2,"Остальные страны"
2019,"Exports","South Africa",801,0,"Остальные страны"
2019,"Exports","Poland",801,3,"Остальные страны"
2019,"Exports","United States of America",801,29367,"Остальные страны"
2019,"Exports","Finland",801,842,"Остальные страны"
2019,"Exports","Poland",801,100,"Остальные страны"
2019,"Exports","Finland",801,705,"Остальные страны"
2019,"Imports","",801,662,"Остальные страны"
2019,"Exports","Finland",801,953,"Остальные страны"
2019,"Exports","Poland",801,17,"Остальные страны"
2019,"Exports","Poland",801,77,"Остальные страны"
2019,"Exports","Poland",801,59,"Остальные страны"
2019,"Imports","",801,1404,"Остальные страны"
2019,"Imports","",801,78,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,112627,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,82773,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,94411,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,74462,"Остальные страны"
2019,"Exports","Estonia",801,89081,"Остальные страны"
2019,"Exports","Philippines",801,444598,"Остальные страны"
2019,"Exports","Philippines",801,409957,"Остальные страны"
2019,"Imports","Mongolia",801,301,"Остальные страны"
2019,"Exports","Bolivia",801,107110,"Остальные страны"
2019,"Exports","Brazil",801,107198,"Остальные страны"
2019,"Imports","Mongolia",801,75,"Остальные страны"
2019,"Imports","Mongolia",801,52,"Остальные страны"
2019,"Imports","Mongolia",801,65,"Остальные страны"
2019,"Imports","Mongolia",801,395,"Остальные страны"
2019,"Imports","Mongolia",801,500,"Остальные страны"
2019,"Imports","Mongolia",801,246,"Остальные страны"
2019,"Exports","Brazil",801,145,"Остальные страны"
2019,"Imports","Mongolia",801,129,"Остальные страны"
2019,"Exports","Peru",801,241931,"Остальные страны"
2019,"Exports","Peru",801,389516,"Остальные страны"
2019,"Exports","Peru",801,331308,"Остальные страны"
2019,"Exports","Peru",801,119771,"Остальные страны"
2019,"Exports","Peru",801,423134,"Остальные страны"
2019,"Exports","Peru",801,149099,"Остальные страны"
2019,"Exports","Latvia",801,7889,"Остальные страны"
2019,"Exports","Lithuania",801,7494,"Остальные страны"
2019,"Exports","Lithuania",801,716,"Остальные страны"
2019,"Exports","Latvia",801,6936,"Остальные страны"
2019,"Exports","Lithuania",801,1592,"Остальные страны"
2019,"Exports","Lithuania",801,3047,"Остальные страны"
2019,"Imports","Latvia",801,12,"Остальные страны"
2019,"Exports","Latvia",801,3599,"Остальные страны"
2019,"Exports","Lithuania",801,1095,"Остальные страны"
2019,"Exports","Lithuania",801,8849,"Остальные страны"
2019,"Exports","Lithuania",801,2128,"Остальные страны"
2019,"Exports","Thailand",801,10400,"Остальные страны"
2019,"Exports","Lithuania",801,39596,"Остальные страны"
2019,"Exports","Lithuania",801,47878,"Остальные страны"
2019,"Exports","Lithuania",801,4169,"Остальные страны"
2019,"Exports","Lithuania",801,53575,"Остальные страны"
2019,"Imports","Lithuania",801,11368,"Остальные страны"
2019,"Exports","Lithuania",801,6226,"Остальные страны"
2019,"Exports","EU-28",801,144801,"Остальные страны"
2019,"Exports","EU-28",801,399532,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,83557,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,27569,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,49818,"Остальные страны"
2019,"Imports","EU-28",801,11365,"Остальные страны"
2019,"Exports","EU-28",801,225856,"Остальные страны"
2019,"Exports","EU-28",801,411096,"Остальные страны"
2019,"Imports","EU-28",801,12,"Остальные страны"
2019,"Exports","EU-28",801,85877,"Остальные страны"
2019,"Exports","Peru",801,238071,"Остальные страны"
2019,"Exports","Peru",801,145200,"Остальные страны"
2019,"Imports","Chile",801,68,"Остальные страны"
2019,"Exports","Peru",801,160515,"Остальные страны"
2019,"Exports","Peru",801,272858,"Остальные страны"
2019,"Imports","EU-28",801,178,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,79403,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,65560,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,264340,"Остальные страны"
2019,"Exports","EU-28",801,192164,"Остальные страны"
2019,"Exports","EU-28",801,166790,"Остальные страны"
2019,"Exports","EU-28",801,204772,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,65298,"Остальные страны"
2019,"Exports","CГґte d'Ivoire",801,115521,"Остальные страны"
2019,"Exports","EU-28",801,194970,"Остальные страны"
2019,"Exports","EU-28",801,112474,"Остальные страны"
2020,"Imports","",801,1,"Остальные страны"
2020,"Imports","Georgia",801,103,"Остальные страны"
2020,"Imports","Georgia",801,886,"Остальные страны"
2020,"Imports","",801,6,"Остальные страны"
2020,"Imports","",801,130,"Остальные страны"
2020,"Imports","",801,3635,"Остальные страны"
2020,"Exports","Netherlands",801,385711,"Остальные страны"
2020,"Exports","Netherlands",801,7860,"Остальные страны"
2020,"Exports","Netherlands",801,31417,"Остальные страны"
2020,"Exports","Netherlands",801,3841,"Остальные страны"
2020,"Exports","Netherlands",801,2987,"Остальные страны"
2020,"Exports","Netherlands",801,17149,"Остальные страны"
2020,"Exports","Netherlands",801,22560,"Остальные страны"
2020,"Exports","Netherlands",801,180965,"Остальные страны"
2020,"Exports","Netherlands",801,292197,"Остальные страны"
2020,"Exports","Netherlands",801,1292,"Остальные страны"
2020,"Exports","EU-28",801,29711,"Остальные страны"
2020,"Exports","EU-28",801,470544,"Остальные страны"
2020,"Exports","EU-28",801,278536,"Остальные страны"
2020,"Imports","EU-28",801,74,"Остальные страны"
2020,"Exports","EU-28",801,349689,"Остальные страны"
2020,"Exports","EU-28",801,71750,"Остальные страны"
2020,"Exports","EU-28",801,77831,"Остальные страны"
2020,"Exports","EU-28",801,219229,"Остальные страны"
2020,"Exports","EU-28",801,53587,"Остальные страны"
2020,"Imports","EU-28",801,32,"Остальные страны"
2020,"Exports","EU-28",801,228094,"Остальные страны"
2020,"Exports","EU-28",801,192138,"Остальные страны"
2020,"Exports","EU-28",801,88246,"Остальные страны"
2020,"Imports","EU-28",801,2335,"Остальные страны"
2020,"Exports","EU-28",801,123637,"Остальные страны"
2020,"Exports","India",801,114357,"Остальные страны"
2020,"Exports","Germany",801,13086,"Остальные страны"
2020,"Exports","Germany",801,39368,"Остальные страны"
2020,"Exports","India",801,121060,"Остальные страны"
2020,"Exports","Germany",801,5895,"Остальные страны"
2020,"Exports","India",801,149384,"Остальные страны"
2020,"Exports","Germany",801,16139,"Остальные страны"
2020,"Exports","India",801,116230,"Остальные страны"
2020,"Exports","Germany",801,81607,"Остальные страны"
2020,"Exports","India",801,118582,"Остальные страны"
2020,"Exports","Germany",801,38301,"Остальные страны"
2020,"Exports","Germany",801,34834,"Остальные страны"
2020,"Exports","Germany",801,2620,"Остальные страны"
2020,"Exports","Germany",801,4911,"Остальные страны"
2020,"Exports","Germany",801,5216,"Остальные страны"
2020,"Exports","Germany",801,10366,"Остальные страны"
2020,"Exports","Germany",801,73562,"Остальные страны"
2020,"Exports","Poland",801,6,"Остальные страны"
2020,"Exports","Philippines",801,488844,"Остальные страны"
2020,"Imports","Estonia",801,2335,"Остальные страны"
2020,"Exports","Lithuania",801,10901,"Остальные страны"
2020,"Exports","Lithuania",801,11368,"Остальные страны"
2020,"Exports","Lithuania",801,5552,"Остальные страны"
2020,"Exports","Lithuania",801,3866,"Остальные страны"
2020,"Exports","Lithuania",801,9730,"Остальные страны"
2020,"Exports","Lithuania",801,3839,"Остальные страны"
2020,"Exports","Lithuania",801,4116,"Остальные страны"
2020,"Exports","Latvia",801,3703,"Остальные страны"
2020,"Exports","Latvia",801,3590,"Остальные страны"
2020,"Exports","Belgium",801,26251,"Остальные страны"
2020,"Exports","Lithuania",801,8135,"Остальные страны"
2020,"Exports","Latvia",801,5270,"Остальные страны"
